,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
2193,Andhra Pradesh,EAST GODAVARI,2006,Whole Year ,Coconut ,49592,613037376,12361.61833
2196,Andhra Pradesh,EAST GODAVARI,2006,Whole Year ,Sugarcane,18911,1683779,89.03701549
2199,Andhra Pradesh,EAST GODAVARI,2006,Whole Year ,Tapioca,19176,205260,10.70400501
2204,Andhra Pradesh,EAST GODAVARI,2007,Kharif     ,Cotton(lint),8000,18000,2.25
2209,Andhra Pradesh,EAST GODAVARI,2007,Kharif     ,Rice,242000,715000,2.954545455
2216,Andhra Pradesh,EAST GODAVARI,2007,Rabi       ,Maize,6000,49000,8.166666667
2218,Andhra Pradesh,EAST GODAVARI,2007,Rabi       ,Rice,169000,803000,4.75147929
2221,Andhra Pradesh,EAST GODAVARI,2007,Whole Year ,Sugarcane,17000,1488000,87.52941176
2237,Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,Rice,240231,716609,2.982999696
2246,Andhra Pradesh,EAST GODAVARI,2008,Rabi       ,Maize,6581,49107,7.461935876
2250,Andhra Pradesh,EAST GODAVARI,2008,Rabi       ,Rice,169861,796648,4.68999947
2254,Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,Banana,15363,291774,18.99199375
2256,Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,Coconut ,50214,492936570,9816.715856
2258,Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,Sugarcane,13592,1159182,85.28413773
2261,Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,Tapioca,16210,205202,12.65897594
2262,Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,Tobacco,8227,32814,3.988574207
2267,Andhra Pradesh,EAST GODAVARI,2009,Kharif     ,Cotton(lint),6845,19649,2.870562454
2277,Andhra Pradesh,EAST GODAVARI,2009,Kharif     ,Rice,202153,616567,3.050001731
2288,Andhra Pradesh,EAST GODAVARI,2009,Rabi       ,Maize,8005,59821,7.472954403
2292,Andhra Pradesh,EAST GODAVARI,2009,Rabi       ,Rice,104423,456537,4.371996591
2296,Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,Banana,16159,354092,21.91298967
2298,Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,Coconut ,50247,527381820,10495.78721
2300,Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,Sugarcane,10879,1017609,93.53883629
2303,Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,Tapioca,10765,144412,13.41495588
2304,Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,Tobacco,8990,18802,2.091434928
2309,Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,Cotton(lint),12112,21517,1.776502642
2318,Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,Rice,237640,457704,1.926039387
2327,Andhra Pradesh,EAST GODAVARI,2010,Rabi       ,Maize,7463,54704,7.330028139
2331,Andhra Pradesh,EAST GODAVARI,2010,Rabi       ,Rice,172888,849917,4.91599764
2334,Andhra Pradesh,EAST GODAVARI,2010,Whole Year ,Banana,14357,392291,27.32402312
2336,Andhra Pradesh,EAST GODAVARI,2010,Whole Year ,Sugarcane,13051,1086471,83.24810359
2339,Andhra Pradesh,EAST GODAVARI,2010,Whole Year ,Tapioca,12391,82090,6.624969736
2345,Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Cotton(lint),13150,19880,1.511787072
2354,Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,other oilseeds,7595,130102,17.12995392
2356,Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Rice,197445,589741,2.986862164
2368,Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Maize,8067,54017,6.696045618
2372,Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Rice,139649,587084,4.203997164
2376,Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Banana,13620,302514,22.21101322
2378,Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Coconut ,50741,719961050,14188.9409
2379,Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Sugarcane,12618,1069560,84.76462197
2382,Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Tapioca,12439,124228,9.986976445
2388,Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Brinjal,1751,19678,11.23814963
2392,Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Cotton(lint),16845,32501,1.929415257
2398,Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Mango,15851,157496,9.936029273
2401,Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Papaya,231,25164,108.9350649
2403,Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Rice,232300,355651,1.530998709
2407,Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Sugarcane,13909,1111275,79.89611043
2409,Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Tapioca,11343,208870,18.41399982
2422,Andhra Pradesh,EAST GODAVARI,2012,Rabi       ,Maize,9485,71659,7.55498155
2426,Andhra Pradesh,EAST GODAVARI,2012,Rabi       ,Rice,168756,746239,4.42199981
2432,Andhra Pradesh,EAST GODAVARI,2012,Whole Year ,Coconut ,49516,729965000,14742.00259
2440,Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,Cotton(lint),21781,24728,1.135301409
2448,Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,Mango,15017,162814,10.84197909
2451,Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,other oilseeds,8648,281707,32.57481499
2452,Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,Papaya,271,26530,97.89667897
2454,Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,Rice,235159,434104,1.846002067
2458,Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,Sugarcane,13857,1165341,84.09764018
2460,Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,Tapioca,10383,191193,18.41404218
2474,Andhra Pradesh,EAST GODAVARI,2013,Rabi       ,Maize,10684,92096,8.619992512
2478,Andhra Pradesh,EAST GODAVARI,2013,Rabi       ,Rice,169523,777602,4.586999994
2485,Andhra Pradesh,EAST GODAVARI,2013,Whole Year ,Banana,12427,153871,12.38199083
2488,Andhra Pradesh,EAST GODAVARI,2013,Whole Year ,Coconut ,49114,720895000,14677.99405
2497,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Cotton(lint),22433,47597,2.121740293
2505,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Mango,15820,191027,12.07503161
2508,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,other oilseeds,8923,185768,20.81900706
2509,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Papaya,305,24011,78.72459016
2512,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Rice,226072,681833,3.015999328
2517,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Sugarcane,12405,1056420,85.16082225
2531,Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Maize,12156,98257,8.083004278
2536,Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Rice,168045,881396,5.244999851
2543,Andhra Pradesh,EAST GODAVARI,2014,Whole Year ,Coconut ,46865,780162000,16647.00736
2544,Andhra Pradesh,EAST GODAVARI,2014,Whole Year ,Rice,394117,1563229,3.966408452
2548,Andhra Pradesh,GUNTUR,1997,Kharif     ,Cotton(lint),162300,432500,2.664818238
2549,Andhra Pradesh,GUNTUR,1997,Kharif     ,Dry chillies,27100,97300,3.590405904
2554,Andhra Pradesh,GUNTUR,1997,Kharif     ,Rice,295000,845300,2.865423729
2557,Andhra Pradesh,GUNTUR,1997,Kharif     ,Sugarcane,1600,109600,68.5
2566,Andhra Pradesh,GUNTUR,1997,Rabi       ,Maize,5000,19000,3.8
2568,Andhra Pradesh,GUNTUR,1997,Rabi       ,Rice,14500,51800,3.572413793
2570,Andhra Pradesh,GUNTUR,1997,Rabi       ,Urad,153000,75400,0.492810458
2572,Andhra Pradesh,GUNTUR,1998,Kharif     ,Arhar/Tur,27100,20700,0.763837638
2575,Andhra Pradesh,GUNTUR,1998,Kharif     ,Cotton(lint),193600,120700,0.623450413
2576,Andhra Pradesh,GUNTUR,1998,Kharif     ,Dry chillies,36500,130500,3.575342466
2581,Andhra Pradesh,GUNTUR,1998,Kharif     ,Rice,298400,921400,3.087801609
2592,Andhra Pradesh,GUNTUR,1998,Rabi       ,Rice,29100,99900,3.432989691
2594,Andhra Pradesh,GUNTUR,1998,Rabi       ,Urad,127100,107400,0.845003934
2596,Andhra Pradesh,GUNTUR,1998,Whole Year ,Sugarcane,2100,150300,71.57142857
2600,Andhra Pradesh,GUNTUR,1999,Kharif     ,Cotton(lint),139425,252605,1.811762596
2604,Andhra Pradesh,GUNTUR,1999,Kharif     ,Masoor,36964,21439,0.579996754
2606,Andhra Pradesh,GUNTUR,1999,Kharif     ,Rice,302886,969414,3.200590321
2613,Andhra Pradesh,GUNTUR,1999,Rabi       ,Maize,3755,18178,4.841011984
2618,Andhra Pradesh,GUNTUR,1999,Rabi       ,Rice,14822,53167,3.587032789
2620,Andhra Pradesh,GUNTUR,1999,Rabi       ,Urad,136538,114146,0.836001699
2621,Andhra Pradesh,GUNTUR,1999,Whole Year ,Dry chillies,59256,111260,1.877615769
2622,Andhra Pradesh,GUNTUR,1999,Whole Year ,Onion,1593,23110,14.50721908
2623,Andhra Pradesh,GUNTUR,1999,Whole Year ,Sugarcane,2229,182780,82.00089726
2628,Andhra Pradesh,GUNTUR,2000,Kharif     ,Cotton(lint),125251,252712,2.01764457
2629,Andhra Pradesh,GUNTUR,2000,Kharif     ,Dry chillies,50294,147965,2.942001034
2635,Andhra Pradesh,GUNTUR,2000,Kharif     ,Rice,292899,987363,3.371001608
2645,Andhra Pradesh,GUNTUR,2000,Rabi       ,Maize,4516,24314,5.383968113
2650,Andhra Pradesh,GUNTUR,2000,Rabi       ,Rice,12692,49600,3.907973527
2653,Andhra Pradesh,GUNTUR,2000,Rabi       ,Urad,165179,128840,0.780002301
2655,Andhra Pradesh,GUNTUR,2000,Whole Year ,Banana,7612,141059,18.53113505
2657,Andhra Pradesh,GUNTUR,2000,Whole Year ,Coconut ,519,5555550,10704.33526
2659,Andhra Pradesh,GUNTUR,2000,Whole Year ,Sugarcane,1696,135426,79.85023585
2662,Andhra Pradesh,GUNTUR,2000,Whole Year ,Turmeric,4902,25647,5.231946144
2663,Andhra Pradesh,GUNTUR,2001,Kharif     ,Arhar/Tur,39203,29873,0.76200801
2666,Andhra Pradesh,GUNTUR,2001,Kharif     ,Cotton(lint),126285,378112,2.994116483
2667,Andhra Pradesh,GUNTUR,2001,Kharif     ,Dry chillies,51052,203953,3.995005093
2673,Andhra Pradesh,GUNTUR,2001,Kharif     ,Rice,272468,935110,3.431999354
2682,Andhra Pradesh,GUNTUR,2001,Rabi       ,Maize,4369,28281,6.473105974
2687,Andhra Pradesh,GUNTUR,2001,Rabi       ,Rice,44917,181060,4.030990494
2690,Andhra Pradesh,GUNTUR,2001,Rabi       ,Urad,154060,118164,0.76699987
2692,Andhra Pradesh,GUNTUR,2001,Whole Year ,Banana,7967,204939,25.72348437
2694,Andhra Pradesh,GUNTUR,2001,Whole Year ,Coconut ,491,5426352,11051.6334
2696,Andhra Pradesh,GUNTUR,2001,Whole Year ,Sugarcane,1700,139080,81.81176471
2699,Andhra Pradesh,GUNTUR,2001,Whole Year ,Turmeric,4266,22964,5.383028598
2700,Andhra Pradesh,GUNTUR,2002,Kharif     ,Arhar/Tur,37456,19290,0.515004272
2703,Andhra Pradesh,GUNTUR,2002,Kharif     ,Cotton(lint),98628,186813,1.894117289
2704,Andhra Pradesh,GUNTUR,2002,Kharif     ,Dry chillies,58658,118606,2.021991885
2710,Andhra Pradesh,GUNTUR,2002,Kharif     ,Rice,202953,646811,3.18699896
2722,Andhra Pradesh,GUNTUR,2002,Rabi       ,Maize,6450,44699,6.930077519
2731,Andhra Pradesh,GUNTUR,2002,Rabi       ,Urad,176210,116827,0.662998695
2732,Andhra Pradesh,GUNTUR,2002,Whole Year ,Banana,6720,151697,22.57395833
2736,Andhra Pradesh,GUNTUR,2002,Whole Year ,Brinjal,1169,23076,19.73994867
2740,Andhra Pradesh,GUNTUR,2002,Whole Year ,Coconut ,399,4488408,11249.14286
2750,Andhra Pradesh,GUNTUR,2002,Whole Year ,Sugarcane,1738,114932,66.12888377
2754,Andhra Pradesh,GUNTUR,2002,Whole Year ,Turmeric,4625,29669,6.414918919
